SM_CODE_NEW,SUP,SALES_CODE,LINE_NEW,Year,Quarter,Month,Group_Sales,PRD Type,PRODUCT_NAME_NEW,item Code,item Name,Sales
OTB,OB2,OB22,LINE2,2026,Q1,1,Existing Products,Other Product,FLOXY EAR DROPS,BFS-1-FL003,FLOXY EAR DROPS(BFS) 1X5 ML,"22,476.64"
OTB,OB2,OB22,LINE2,2026,Q1,1,Existing Products,Other Product,K-ZUVA,1-KZ002,K-ZUVA  10 1X3X10'S,"3,925.23"
OTB,OB2,OB22,LINE2,2026,Q1,1,Existing Products,Other Product,METFOR,1-ME002,METFOR-500 1X10X10'S,"14,719.63"
OTB,OB2,OB22,LINE2,2026,Q1,1,Existing Products,Other Product,MILLIOPH,BFS-1-MI012,MILLIOPH EYEDROP 10 ml 1X10 ml,"1,345.79"
OTB,OB2,OB22,LINE2,2026,Q1,1,Existing Products,Other Product,MILLITAM,1-MI013,MILLITAM-500 1X6X10'S,"15,700.93"
OTB,OB2,OB22,LINE2,2026,Q1,1,Existing Products,Other Product,MILTEAR,BFS-1-MI005,MILTEAR 1X30X1 ML,"2,691.58"
OTB,OB2,OB22,LINE2,2026,Q1,1,Existing Products,Other Product,MILTEAR,BFS-1-MI015,MILTEAR MD 1X10 ML,"30,280.37"
OTB,OB2,OB22,LINE2,2026,Q1,1,Existing Products,Other Product,NEUMANTINE/MEMO,1-NE013,Neumantine  1x2x14's  (Box),"23,364.48"
OTB,OB2,OB22,LINE2,2026,Q1,1,Existing Products,Product Push,AVAFAST,1-AV001,AVAFAST-180 1X10'S,"11,009.34"
OTB,OB2,OB22,LINE2,2026,Q1,1,Existing Products,Product Push,AVAFAST,1-AV003,AVAFAST-60 1X10'S,"2,364.48"
OTB,OB2,OB22,LINE2,2026,Q1,1,Existing Products,Product Push,FINASCIA,1-FI002,FINASCIA   1X3X10S,"2,616.82"
OTB,OB2,OB22,LINE2,2026,Q1,1,Existing Products,Product Push,MAPLE FORTE,1-MA008,MAPLE FORTE 1X12X1'S(BOX),"4,813.09"
OTB,OB2,OB22,LINE2,2026,Q1,1,Existing Products,Product Push,MCXY COLD,1-MC022,MCXY-COLD  1x12x10S,"1,614.95"
OTB,OB2,OB22,LINE2,2026,Q1,1,Existing Products,Product Push,NITE CAP,3-NI002,NITE CAP 1X10X10S (BOX),295.33
OTB,OB2,OB22,LINE2,2026,Q1,1,Existing Products,Product Push,ONJEL,1-ON004,ONJEL 20 1X28'S,"11,775.69"
OTB,OB2,OB22,LINE2,2026,Q1,1,Existing Products,Product Push,SALDA  INHALE,BFS-5-SA001,SALDA  INHALE 2.5 ML 1X20X2.5 ML,"-3,878.50"
OTB,OB2,OB22,LINE2,2026,Q1,1,Existing Products,Product Push,TRANCELTEAR,BFS-1-TR001,TRANCELTEAR 0.8 mL 1x30x0.8 mL,"36,074.78"
OTB,OB2,OB22,LINE2,2026,Q1,1,New Product,New Product,MONAS,1-MO007,MONAS 1x21S,"3,728.97"
OTB,OB2,OB22,LINE2,2026,Q1,1,New Product,New Product,Ophtocin eye drop,BFS-2-OP001,Ophtocin eye drop 5 ml 1x5 mL,"2,242.99"
OTB,OB2,OB22,LINE2,2026,Q1,1,New Product,New Product,T-OPH,BFS-2-TO001,T-OPH(SOC) 5 ML    1 x 5 ML,"2,859.81"
OTB,OB2,OB22,LINE2,2026,Q1,1,New Product,New Product,ZEROTAN,1-ZE001,ZEROTAN 1X2S,"3,364.49"
OTB,OB2,OB22,LINE2,2026,Q1,1,New Product,New Product,ZOMOXIN EYE DROPS,BFS-1-ZO001,ZOMOXIN EYE DROPS 1X5 ML,"1,682.24"
OTB,OB2,OB22,LINE2,2026,Q1,2,Existing Products,Other Product,CAZOSIN,1-CA045,CAZOSIN 2 mg.(Blister) 1X10X10'S,"13,457.95"
OTB,OB2,OB22,LINE2,2026,Q1,2,Existing Products,Other Product,CAZOSIN,1-CA046,CAZOSIN 4MG.(Blister)  1X10X10'S,"5,420.56"
OTB,OB2,OB22,LINE2,2026,Q1,2,Existing Products,Other Product,CYSTALINE,1-CY001,CYSTALINE  1x10'S,"21,102.81"
OTB,OB2,OB22,LINE2,2026,Q1,2,Existing Products,Other Product,CYSTALINE,1-CY007,Cystaline Effervescent Tablet (Strip) 1x5x4's,"1,635.51"
OTB,OB2,OB22,LINE2,2026,Q1,2,Existing Products,Other Product,DENOX,9-DE002,DENOX 1X10 ML (0.1%),"3,925.23"
OTB,OB2,OB22,LINE2,2026,Q1,2,Existing Products,Other Product,EZB-10,1-EZ001,EZB-10 1X3X10'S,"51,028.03"
OTB,OB2,OB22,LINE2,2026,Q1,2,Existing Products,Other Product,FLOXY EAR DROPS,BFS-1-FL003,FLOXY EAR DROPS(BFS) 1X5 ML,"27,060.73"
OTB,OB2,OB22,LINE2,2026,Q1,2,Existing Products,Other Product,K-ZUVA,1-KZ001,K-ZUVA 20 1X3X10'S,"6,728.97"
OTB,OB2,OB22,LINE2,2026,Q1,2,Existing Products,Other Product,K-ZUVA,1-KZ002,K-ZUVA  10 1X3X10'S,"23,551.39"
OTB,OB2,OB22,LINE2,2026,Q1,2,Existing Products,Other Product,METFOR,1-ME002,METFOR-500 1X10X10'S,"14,135.50"
OTB,OB2,OB22,LINE2,2026,Q1,2,Existing Products,Other Product,METFOR,1-ME029,METFOR-850 1X10X10'S,"15,439.26"
OTB,OB2,OB22,LINE2,2026,Q1,2,Existing Products,Other Product,MILLIOPH,BFS-1-MI011,MILLIOPH EYEDROP 5 ml 1X5 ml,"1,607.48"
OTB,OB2,OB22,LINE2,2026,Q1,2,Existing Products,Other Product,MILLIOPH,BFS-1-MI012,MILLIOPH EYEDROP 10 ml 1X10 ml,"5,613.08"
OTB,OB2,OB22,LINE2,2026,Q1,2,Existing Products,Other Product,MILTEAR,BFS-1-MI005,MILTEAR 1X30X1 ML,"15,177.55"
OTB,OB2,OB22,LINE2,2026,Q1,2,Existing Products,Other Product,MILTEAR,BFS-1-MI015,MILTEAR MD 1X10 ML,"75,700.91"
OTB,OB2,OB22,LINE2,2026,Q1,2,Existing Products,Other Product,MINOZ,1-MI011,MINOZ 28 1X28'S,"14,613.09"
OTB,OB2,OB22,LINE2,2026,Q1,2,Existing Products,Other Product,NEUMANTINE/MEMO,1-NE013,Neumantine  1x2x14's  (Box),"20,261.68"
OTB,OB2,OB22,LINE2,2026,Q1,2,Existing Products,Product Push,AVAFAST,1-AV001,AVAFAST-180 1X10'S,"27,939.24"
OTB,OB2,OB22,LINE2,2026,Q1,2,Existing Products,Product Push,AVAFAST,1-AV003,AVAFAST-60 1X10'S,"7,102.80"
OTB,OB2,OB22,LINE2,2026,Q1,2,Existing Products,Product Push,FINASCIA,1-FI002,FINASCIA   1X3X10S,"5,233.64"
OTB,OB2,OB22,LINE2,2026,Q1,2,Existing Products,Product Push,MAPLE FORTE,1-MA008,MAPLE FORTE 1X12X1'S(BOX),"82,114.02"
OTB,OB2,OB22,LINE2,2026,Q1,2,Existing Products,Product Push,MCXY COLD,1-MC022,MCXY-COLD  1x12x10S,"3,028.04"
OTB,OB2,OB22,LINE2,2026,Q1,2,Existing Products,Product Push,NITE CAP,3-NI002,NITE CAP 1X10X10S (BOX),"2,362.62"
OTB,OB2,OB22,LINE2,2026,Q1,2,Existing Products,Product Push,ONJEL,1-ON004,ONJEL 20 1X28'S,"25,570.10"
OTB,OB2,OB22,LINE2,2026,Q1,2,Existing Products,Product Push,SALDA  INHALE,BFS-5-SA001,SALDA  INHALE 2.5 ML 1X20X2.5 ML,"80,186.92"
OTB,OB2,OB22,LINE2,2026,Q1,2,Existing Products,Product Push,TRANCELTEAR,BFS-1-TR001,TRANCELTEAR 0.8 mL 1x30x0.8 mL,"38,551.41"
OTB,OB2,OB22,LINE2,2026,Q1,2,New Product,New Product,MONAS,1-MO007,MONAS 1x21S,413.89
OTB,OB2,OB22,LINE2,2026,Q1,2,New Product,New Product,Ophtocin eye drop,BFS-2-OP001,Ophtocin eye drop 5 ml 1x5 mL,"4,485.96"
OTB,OB2,OB22,LINE2,2026,Q1,2,New Product,New Product,T-OPH,BFS-2-TO001,T-OPH(SOC) 5 ML    1 x 5 ML,"2,542.05"
OTB,OB2,OB22,LINE2,2026,Q1,2,New Product,New Product,ZEROTAN,1-ZE001,ZEROTAN 1X2S,"2,803.74"
OTB,OB2,OB22,LINE2,2026,Q1,2,New Product,New Product,ZOMOXIN EYE DROPS,BFS-1-ZO001,ZOMOXIN EYE DROPS 1X5 ML,"1,925.23"
OTB,OB2,OB22,LINE2,2026,Q1,3,Existing Products,Other Product,CAZOSIN,1-CA045,CAZOSIN 2 mg.(Blister) 1X10X10'S,"17,300.95"
OTB,OB2,OB22,LINE2,2026,Q1,3,Existing Products,Other Product,CAZOSIN,1-CA046,CAZOSIN 4MG.(Blister)  1X10X10'S,"5,233.64"
